epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.19250327348709106,0.6900806427001953,9.999999747378752e-05,2.7052063941955566,0.41830939054489136,0.8714737892150879,1.8424824476242065
1,0.30001452565193176,0.7973659634590149,9.999999747378752e-05,1.7938892841339111,0.4981623888015747,0.9063027501106262,1.5589665174484253
2,0.38413482904434204,0.8517014980316162,9.999999747378752e-05,1.352968692779541,0.5542933344841003,0.9305853843688965,1.3506604433059692
