epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.35333430767059326,0.838740348815918,9.999999747378752e-06,1.682641625404358,0.5573003888130188,0.9326893091201782,1.2982624769210815
1,0.3790498375892639,0.8537758588790894,9.999999747378752e-06,1.5077886581420898,0.5773471593856812,0.9344284534454346,1.2788410186767578
2,0.3954671025276184,0.8610544800758362,9.999999747378752e-06,1.308854103088379,0.5910457968711853,0.9395486116409302,1.2395025491714478
